,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
1982,female,asian/pacific islander/asian-american,european/caucasian-american,business,0.0,0,[0-1],[2-5],[2-5],[21-100],[21-100],[21-100],[16-20],[0-15],[16-20],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[0.33-1],[5-6],[0-3],[5-18],[0-5],[5-6]
4162,male,european/caucasian-american,asian/pacific islander/asian-american,biology,0.0,0,[0-1],[2-5],[0-1],[0-15],[21-100],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[0-4]
1055,female,latino/hispanic american,black/african american,social work,0.0,0,[2-3],[0-1],[2-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-15],[21-100],[16-20],[0-15],[16-20],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[9-10],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[-1-0],[7-10],[0-3],[0-2],[6-8],[0-4]
6524,female,asian/pacific islander/asian-american,european/caucasian-american,elementary education - preservice,0.0,0,[0-1],[2-5],[6-10],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[0-15],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[6-8],[0-4]
2190,male,black/african american,asian/pacific islander/asian-american,business/ finance/ real estate,0.0,0,[2-3],[2-5],[2-5],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[-1-0],[5-6],[0-3],[3-5],[6-8],[7-10]
3865,female,european/caucasian-american,latino/hispanic american,french,0.0,0,[4-6],[2-5],[2-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[21-100],[16-20],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[0-0.33],[0-4],[0-3],[3-5],[0-5],[5-6]
891,female,asian/pacific islander/asian-american,european/caucasian-american,social work,0.0,0,[0-1],[6-10],[2-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[9-10],[0-5],[0-15],[21-100],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[0-5],[-1-0],[0-4],[0-3],[3-5],[6-8],[5-6]
2180,male,european/caucasian-american,european/caucasian-american,physics,0.0,0,[0-1],[6-10],[2-5],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[6-8],[0-5],[0.33-1],[5-6],[0-3],[3-5],[6-8],[5-6]
2242,male,european/caucasian-american,asian/pacific islander/asian-american,art education,0.0,0,[0-1],[0-1],[0-1],[0-15],[16-20],[16-20],[0-15],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0.33-1],[0-4],[0-3],[3-5],[0-5],[0-4]
687,male,asian/pacific islander/asian-american,european/caucasian-american,mathematical finance,0.0,0,[4-6],[0-1],[2-5],[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[6-8],[-1-0],[5-6],[4-9],[3-5],[6-8],[5-6]
4774,male,european/caucasian-american,asian/pacific islander/asian-american,mba,0.0,0,[0-1],[0-1],[0-1],[16-20],[16-20],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[0-5],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[7-10]
8034,male,asian/pacific islander/asian-american,latino/hispanic american,electrical engineering,0.0,0,[7-37],[6-10],[0-1],[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[16-20],[0-15],[21-100],[21-100],[0-15],[16-20],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0.33-1],[7-10],[0-3],[0-2],[6-8],[0-4]
4005,female,european/caucasian-american,european/caucasian-american,social work,0.0,0,[2-3],[6-10],[6-10],[16-20],[16-20],[0-15],[21-100],[0-15],[0-15],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[21-100],[16-20],[21-100],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[0-2],[6-8],[5-6]
1680,female,black/african american,european/caucasian-american,economics; english,0.0,0,[2-3],[2-5],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-5],[0.33-1],[5-6],[0-3],[3-5],[6-8],[5-6]
5714,male,asian/pacific islander/asian-american,asian/pacific islander/asian-american,business school,0.0,0,[7-37],[2-5],[2-5],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[-1-0],[5-6],[0-3],[0-2],[0-5],[0-4]
1054,female,latino/hispanic american,european/caucasian-american,social work,0.0,0,[4-6],[0-1],[2-5],[16-20],[0-15],[21-100],[0-15],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-15],[21-100],[16-20],[0-15],[16-20],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[9-10],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[9-10],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[6-8],[0-5],[9-10],[0.33-1],[7-10],[0-3],[0-2],[6-8],[0-4]
175,male,european/caucasian-american,asian/pacific islander/asian-american,business,0.0,0,[4-6],[6-10],[6-10],[0-15],[21-100],[16-20],[21-100],[0-15],[0-15],[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],[21-100],[0-15],[0-15],[0-15],[0-15],[21-100],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[0-5],[9-10],[0-5],[6-8],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
5186,female,european/caucasian-american,european/caucasian-american,applied physiology & nutrition,0.0,0,[2-3],[6-10],[2-5],[21-100],[16-20],[21-100],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[0-15],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[0-2],[6-8],[7-10]
562,male,european/caucasian-american,black/african american,economics,0.0,0,[2-3],[0-1],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[-1-0],[0-4],[0-3],[0-2],[0-5],[0-4]
5885,female,european/caucasian-american,black/african american,school psychology,0.0,0,[4-6],[2-5],[2-5],[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0.33-1],[0-4],[0-3],[3-5],[6-8],[5-6]
1260,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,chemistry,0.0,0,[4-6],[2-5],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[0-5],[6-8],[9-10],[0-5],[0-5],[0-5],[0-15],[21-100],[16-20],[16-20],[0-15],[16-20],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[0-4]
1269,female,asian/pacific islander/asian-american,european/caucasian-american,chemistry,0.0,0,[2-3],[2-5],[0-1],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-15],[21-100],[16-20],[16-20],[0-15],[16-20],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[0-5],[6-8],[9-10],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[5-6],[0-3],[0-2],[0-5],[0-4]
2862,female,black/african american,asian/pacific islander/asian-american,public administration,0.0,0,[7-37],[2-5],[2-5],[0-15],[16-20],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[16-20],[21-100],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[0.33-1],[5-6],[0-3],[3-5],[6-8],[5-6]
2566,male,other,black/african american,law and social work,0.0,0,[4-6],[6-10],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[-1-0],[5-6],[0-3],[0-2],[6-8],[7-10]
4223,male,asian/pacific islander/asian-american,european/caucasian-american,electrical engg.,0.0,0,[4-6],[0-1],[0-1],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[-1-0],[5-6],[0-3],[0-2],[9-10],[7-10]
4524,female,asian/pacific islander/asian-american,european/caucasian-american,social work,0.0,0,[0-1],[0-1],[0-1],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[0-15],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[0-4]
1230,female,european/caucasian-american,other,social work,0.0,0,[7-37],[6-10],[6-10],[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[0-15],[0-15],[16-20],[0-15],[16-20],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[0-5],[0.33-1],[5-6],[10-20],[0-2],[6-8],[7-10]
4511,female,european/caucasian-american,asian/pacific islander/asian-american,english,0.0,0,[7-37],[6-10],[0-1],[21-100],[16-20],[0-15],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[-1-0],[0-4],[0-3],[3-5],[9-10],[7-10]
943,male,european/caucasian-american,european/caucasian-american,mba,0.0,0,[0-1],[2-5],[2-5],[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[-1-0],[0-4],[0-3],[0-2],[0-5],[0-4]
6620,female,european/caucasian-american,asian/pacific islander/asian-american,law,0.0,0,[4-6],[6-10],[0-1],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[16-20],[21-100],[16-20],[0-15],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[0-5],[-1-0],[5-6],[0-3],[3-5],[6-8],[7-10]
3639,female,asian/pacific islander/asian-american,european/caucasian-american,nutrition,0.0,0,[0-1],[2-5],[0-1],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[-1-0],[5-6],[0-3],[0-2],[6-8],[5-6]
6788,male,asian/pacific islander/asian-american,european/caucasian-american,mba,0.0,0,[2-3],[6-10],[0-1],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[-1-0],[7-10],[0-3],[3-5],[6-8],[7-10]
7197,male,asian/pacific islander/asian-american,latino/hispanic american,classics,0.0,0,[0-1],[0-1],[0-1],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
7770,female,european/caucasian-american,european/caucasian-american,public health,0.0,0,[2-3],[2-5],[6-10],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-0.33],[5-6],[0-3],[3-5],[6-8],[7-10]
4736,male,other,european/caucasian-american,political science,0.0,0,[7-37],[2-5],[0-1],[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0.33-1],[5-6],[0-3],[0-2],[0-5],[0-4]
6048,female,european/caucasian-american,european/caucasian-american,nonfiction writing,0.0,0,[7-37],[0-1],[2-5],[16-20],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[16-20],[16-20],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[6-8],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[0-0.33],[0-4],[0-3],[3-5],[6-8],[5-6]
4118,male,european/caucasian-american,european/caucasian-american,medical informatics,0.0,0,[7-37],[0-1],[0-1],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[21-100],[0-15],[16-20],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[0-5],[6-8],[9-10],[9-10],[9-10],[0-5],[0-5],[0.33-1],[7-10],[0-3],[3-5],[6-8],[0-4]
4213,male,black/african american,european/caucasian-american,electrical engineering,0.0,0,[7-37],[0-1],[0-1],[0-15],[0-15],[21-100],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[6-8],[6-8],[9-10],[0-5],[6-8],[6-8],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[5-18],[6-8],[0-4]
5260,female,european/caucasian-american,asian/pacific islander/asian-american,clinical psychology,0.0,0,[0-1],[6-10],[6-10],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[-1-0],[7-10],[0-3],[5-18],[0-5],[5-6]
4527,female,asian/pacific islander/asian-american,european/caucasian-american,social work,0.0,0,[2-3],[0-1],[0-1],[16-20],[0-15],[16-20],[16-20],[0-15],[21-100],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-15],[21-100],[0-15],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
4241,male,asian/pacific islander/asian-american,european/caucasian-american,electrical engg.,0.0,0,[2-3],[0-1],[0-1],[21-100],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[0-15],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[-1-0],[5-6],[0-3],[0-2],[9-10],[5-6]
1774,male,asian/pacific islander/asian-american,european/caucasian-american,economics and political science,0.0,0,[0-1],[0-1],[0-1],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[21-100],[0-15],[0-15],[0-15],[0-15],[16-20],[6-8],[6-8],[9-10],[9-10],[9-10],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[6-8],[0.33-1],[5-6],[10-20],[5-18],[6-8],[7-10]
380,female,asian/pacific islander/asian-american,european/caucasian-american,psychology,0.0,0,[2-3],[0-1],[0-1],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[21-100],[0-15],[21-100],[0-15],[0-15],[0-15],[6-8],[0-5],[9-10],[9-10],[6-8],[0-5],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[9-10],[-1-0],[0-4],[0-3],[0-2],[6-8],[0-4]
