,gender,age,age_o,d_age,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_matches,guess_prob_liked,met,match
7215,male,29.0,27.0,"(1.0, 2.0]",asian/pacific islander/asian-american,latino/hispanic american,0,"(-0.001, 1.0]","(0.999, 3.0]",business,"(-0.001, 10.0]","(-0.001, 15.0]","(25.0, 50.0]","(-0.001, 15.0]","(11.066, 15.0]","(17.09, 30.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(-0.001, 15.0]","(19.05, 20.0]","(17.02, 20.0]","(17.86, 20.0]","(-0.001, 5.0]","(17.0, 30.0]","(1.999, 6.0]","(9.0, 10.0]","(6.0, 7.0]","(9.0, 10.0]","(7.0, 8.0]","(8.0, 10.0]","(9.0, 10.0]","(9.0, 10.0]","(8.0, 10.0]","(8.0, 10.0]","(7.0, 10.0]","(0.999, 3.0]","(2.0, 3.0]","(0.999, 3.0]","(8.0, 9.0]","(0.999, 5.0]","(0.999, 4.0]","(-0.001, 3.0]","(-0.001, 1.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(2.0, 3.0]","(0.47, 0.91]","(4.0, 5.0]","(3.0, 5.0]","(7.0, 10.0]",0.0,0
7218,male,29.0,26.0,"(2.0, 4.0]",asian/pacific islander/asian-american,european/caucasian-american,0,"(-0.001, 1.0]","(0.999, 3.0]",business,"(18.0, 20.0]","(18.92, 20.0]","(-0.001, 17.31]","(18.0, 20.0]","(5.0, 10.0]","(17.09, 30.0]","(6.0, 7.0]","(-0.001, 6.0]","(-0.001, 6.0]","(6.0, 7.0]","(6.0, 7.0]","(4.0, 5.0]","(-0.001, 15.0]","(19.05, 20.0]","(17.02, 20.0]","(17.86, 20.0]","(-0.001, 5.0]","(17.0, 30.0]","(1.999, 6.0]","(9.0, 10.0]","(6.0, 7.0]","(9.0, 10.0]","(7.0, 8.0]","(8.0, 10.0]","(9.0, 10.0]","(9.0, 10.0]","(8.0, 10.0]","(8.0, 10.0]","(7.0, 10.0]","(0.999, 3.0]","(2.0, 3.0]","(0.999, 3.0]","(8.0, 9.0]","(0.999, 5.0]","(0.999, 4.0]","(-0.001, 3.0]","(-0.001, 1.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(2.0, 3.0]","(-0.831, -0.07]","(4.0, 5.0]","(3.0, 5.0]","(7.0, 10.0]",0.0,0
7219,male,29.0,27.0,"(1.0, 2.0]",asian/pacific islander/asian-american,european/caucasian-american,0,"(-0.001, 1.0]","(0.999, 3.0]",business,"(10.0, 15.0]","(-0.001, 15.0]","(17.31, 20.0]","(18.0, 20.0]","(11.066, 15.0]","(14.0, 17.09]","(-0.001, 4.0]","(-0.001, 6.0]","(7.0, 8.0]","(-0.001, 5.0]","(8.0, 10.0]","(-0.001, 4.0]","(-0.001, 15.0]","(19.05, 20.0]","(17.02, 20.0]","(17.86, 20.0]","(-0.001, 5.0]","(17.0, 30.0]","(1.999, 6.0]","(9.0, 10.0]","(6.0, 7.0]","(9.0, 10.0]","(7.0, 8.0]","(8.0, 10.0]","(9.0, 10.0]","(9.0, 10.0]","(8.0, 10.0]","(8.0, 10.0]","(7.0, 10.0]","(0.999, 3.0]","(2.0, 3.0]","(0.999, 3.0]","(8.0, 9.0]","(0.999, 5.0]","(0.999, 4.0]","(-0.001, 3.0]","(-0.001, 1.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(2.0, 3.0]","(-0.07, 0.13]","(4.0, 5.0]","(3.0, 5.0]","(7.0, 10.0]",0.0,0
7220,male,29.0,26.0,"(2.0, 4.0]",asian/pacific islander/asian-american,european/caucasian-american,0,"(-0.001, 1.0]","(0.999, 3.0]",business,"(15.0, 18.0]","(15.0, 18.92]","(17.31, 20.0]","(18.0, 20.0]","(11.066, 15.0]","(14.0, 17.09]","(6.0, 7.0]","(8.0, 9.0]","(8.0, 9.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 7.0]","(-0.001, 15.0]","(19.05, 20.0]","(17.02, 20.0]","(17.86, 20.0]","(-0.001, 5.0]","(17.0, 30.0]","(1.999, 6.0]","(9.0, 10.0]","(6.0, 7.0]","(9.0, 10.0]","(7.0, 8.0]","(8.0, 10.0]","(9.0, 10.0]","(9.0, 10.0]","(8.0, 10.0]","(8.0, 10.0]","(7.0, 10.0]","(0.999, 3.0]","(2.0, 3.0]","(0.999, 3.0]","(8.0, 9.0]","(0.999, 5.0]","(0.999, 4.0]","(-0.001, 3.0]","(-0.001, 1.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(2.0, 3.0]","(-0.07, 0.13]","(4.0, 5.0]","(3.0, 5.0]","(7.0, 10.0]",0.0,1
7236,male,29.0,24.0,"(4.0, 6.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(0.999, 3.0]",film,"(-0.001, 10.0]","(18.92, 20.0]","(17.31, 20.0]","(-0.001, 15.0]","(15.0, 53.0]","(14.0, 17.09]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(6.0, 7.0]","(8.0, 9.0]","(7.0, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(7.0, 10.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(0.31, 0.47]","(0.999, 4.0]","(2.0, 3.0]","(5.0, 6.0]",0.0,0
7238,male,29.0,25.0,"(2.0, 4.0]",european/caucasian-american,other,0,"(4.0, 7.0]","(0.999, 3.0]",film,"(10.0, 15.0]","(20.0, 47.0]","(-0.001, 17.31]","(-0.001, 15.0]","(11.066, 15.0]","(14.0, 17.09]","(-0.001, 4.0]","(7.0, 8.0]","(7.0, 8.0]","(-0.001, 5.0]","(7.0, 8.0]","(7.0, 10.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(7.0, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(5.0, 6.0]","(5.0, 6.0]","(7.0, 10.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(0.47, 0.91]","(0.999, 4.0]","(2.0, 3.0]","(5.0, 6.0]",0.0,0
7240,male,29.0,29.0,"(-0.001, 1.0]",european/caucasian-american,asian/pacific islander/asian-american,0,"(4.0, 7.0]","(0.999, 3.0]",film,"(-0.001, 10.0]","(18.92, 20.0]","(20.0, 25.0]","(20.0, 50.0]","(5.0, 10.0]","(5.0, 10.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(8.0, 10.0]","(7.0, 8.0]","(8.0, 9.0]","(7.0, 8.0]","(8.0, 10.0]","(7.0, 10.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(0.47, 0.91]","(0.999, 4.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,0
7241,male,29.0,30.0,"(-0.001, 1.0]",european/caucasian-american,asian/pacific islander/asian-american,0,"(4.0, 7.0]","(0.999, 3.0]",film,"(10.0, 15.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(11.066, 15.0]","(17.09, 30.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(8.0, 10.0]","(7.0, 8.0]","(7.0, 8.0]","(5.0, 6.0]","(8.0, 10.0]","(4.0, 5.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(0.47, 0.91]","(0.999, 4.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,0
7242,male,29.0,25.0,"(2.0, 4.0]",european/caucasian-american,latino/hispanic american,0,"(4.0, 7.0]","(0.999, 3.0]",film,"(-0.001, 10.0]","(20.0, 47.0]","(20.0, 25.0]","(18.0, 20.0]","(5.0, 10.0]","(5.0, 10.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(5.0, 6.0]","(4.0, 5.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(7.0, 8.0]","(6.0, 7.0]","(7.0, 8.0]","(5.0, 6.0]","(5.0, 6.0]","(6.0, 7.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(0.13, 0.31]","(0.999, 4.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,0
7243,male,29.0,34.0,"(4.0, 6.0]",european/caucasian-american,asian/pacific islander/asian-american,0,"(4.0, 7.0]","(0.999, 3.0]",film,"(10.0, 15.0]","(18.92, 20.0]","(17.31, 20.0]","(-0.001, 15.0]","(11.066, 15.0]","(14.0, 17.09]","(7.0, 8.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 11.0]","(8.0, 10.0]","(7.0, 10.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(6.0, 7.0]","(-0.001, 6.0]","(7.0, 8.0]","(-0.001, 5.0]","(6.0, 7.0]","(-0.001, 4.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(0.47, 0.91]","(0.999, 4.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,0
7244,male,29.0,30.0,"(-0.001, 1.0]",european/caucasian-american,black/african american,0,"(4.0, 7.0]","(0.999, 3.0]",film,"(10.0, 15.0]","(18.92, 20.0]","(-0.001, 17.31]","(20.0, 50.0]","(-0.001, 5.0]","(17.09, 30.0]","(-0.001, 4.0]","(-0.001, 6.0]","(8.0, 9.0]","(6.0, 7.0]","(7.0, 8.0]","(4.0, 5.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 7.0]","(7.0, 10.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(-0.07, 0.13]","(0.999, 4.0]","(2.0, 3.0]","(6.0, 7.0]",0.0,0
7245,male,29.0,27.0,"(1.0, 2.0]",european/caucasian-american,latino/hispanic american,0,"(4.0, 7.0]","(0.999, 3.0]",film,"(-0.001, 10.0]","(-0.001, 15.0]","(25.0, 50.0]","(-0.001, 15.0]","(11.066, 15.0]","(17.09, 30.0]","(-0.001, 4.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(8.0, 10.0]","(8.0, 9.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(5.0, 6.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(0.47, 0.91]","(0.999, 4.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,0
7247,male,29.0,27.0,"(1.0, 2.0]",european/caucasian-american,latino/hispanic american,0,"(4.0, 7.0]","(0.999, 3.0]",film,"(15.0, 18.0]","(18.92, 20.0]","(-0.001, 17.31]","(15.0, 18.0]","(11.066, 15.0]","(14.0, 17.09]","(5.0, 6.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 7.0]","(4.0, 5.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(8.0, 10.0]","(8.0, 9.0]","(8.0, 9.0]","(5.0, 6.0]","(6.0, 7.0]","(5.0, 6.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(-0.07, 0.13]","(0.999, 4.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,0
7249,male,29.0,27.0,"(1.0, 2.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(0.999, 3.0]",film,"(10.0, 15.0]","(-0.001, 15.0]","(17.31, 20.0]","(18.0, 20.0]","(11.066, 15.0]","(14.0, 17.09]","(-0.001, 4.0]","(7.0, 8.0]","(6.0, 7.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(7.0, 8.0]","(-0.001, 6.0]","(-0.001, 6.0]","(5.0, 6.0]","(6.0, 7.0]","(4.0, 5.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(-0.831, -0.07]","(0.999, 4.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,0
7250,male,29.0,26.0,"(2.0, 4.0]",european/caucasian-american,european/caucasian-american,1,"(4.0, 7.0]","(0.999, 3.0]",film,"(15.0, 18.0]","(15.0, 18.92]","(17.31, 20.0]","(18.0, 20.0]","(11.066, 15.0]","(14.0, 17.09]","(-0.001, 4.0]","(7.0, 8.0]","(-0.001, 6.0]","(5.0, 6.0]","(5.0, 6.0]","(6.0, 7.0]","(25.0, 100.0]","(-0.001, 15.0]","(17.02, 20.0]","(-0.001, 15.0]","(5.0, 10.0]","(14.29, 17.0]","(1.999, 6.0]","(1.999, 8.0]","(1.999, 6.0]","(2.999, 8.0]","(1.999, 6.0]","(8.0, 10.0]","(9.0, 10.0]","(8.0, 9.0]","(6.0, 7.0]","(6.0, 7.0]","(7.0, 10.0]","(0.999, 3.0]","(0.999, 2.0]","(0.999, 3.0]","(0.999, 7.0]","(5.0, 7.0]","(6.0, 7.0]","(5.0, 7.0]","(1.0, 3.0]","(3.0, 5.0]","(8.0, 9.0]","(8.0, 10.0]","(7.0, 8.0]","(9.0, 10.0]","(8.0, 9.0]","(7.0, 8.0]","(5.0, 7.0]","(3.0, 5.0]","(0.13, 0.31]","(0.999, 4.0]","(2.0, 3.0]","(5.0, 6.0]",0.0,0
7251,male,29.0,24.0,"(4.0, 6.0]",latino/hispanic american,european/caucasian-american,0,"(2.0, 4.0]","(0.999, 3.0]",mba,"(-0.001, 10.0]","(18.92, 20.0]","(17.31, 20.0]","(-0.001, 15.0]","(15.0, 53.0]","(14.0, 17.09]","(4.0, 5.0]","(-0.001, 6.0]","(-0.001, 6.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(25.0, 100.0]","(-0.001, 15.0]","(20.0, 25.0]","(17.86, 20.0]","(5.0, 10.0]","(5.0, 10.0]","(6.0, 7.0]","(1.999, 8.0]","(6.0, 7.0]","(2.999, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(-0.001, 6.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(7.0, 10.0]","(8.0, 9.0]","(0.999, 2.0]","(8.0, 9.0]","(8.0, 9.0]","(8.0, 9.0]","(7.0, 8.0]","(8.0, 10.0]","(6.0, 14.0]","(8.0, 10.0]","(7.0, 8.0]","(0.999, 3.0]","(5.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 9.0]","(8.0, 10.0]","(5.0, 7.0]","(0.31, 0.47]","(4.0, 5.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,0
7252,male,29.0,24.0,"(4.0, 6.0]",latino/hispanic american,european/caucasian-american,0,"(2.0, 4.0]","(0.999, 3.0]",mba,"(18.0, 20.0]","(18.92, 20.0]","(17.31, 20.0]","(18.0, 20.0]","(15.0, 53.0]","(-0.001, 5.0]","(8.0, 10.0]","(9.0, 10.0]","(9.0, 10.0]","(8.0, 11.0]","(8.0, 10.0]","(7.0, 10.0]","(25.0, 100.0]","(-0.001, 15.0]","(20.0, 25.0]","(17.86, 20.0]","(5.0, 10.0]","(5.0, 10.0]","(6.0, 7.0]","(1.999, 8.0]","(6.0, 7.0]","(2.999, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(6.0, 7.0]","(8.0, 9.0]","(0.999, 2.0]","(8.0, 9.0]","(8.0, 9.0]","(8.0, 9.0]","(7.0, 8.0]","(8.0, 10.0]","(6.0, 14.0]","(8.0, 10.0]","(7.0, 8.0]","(0.999, 3.0]","(5.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 9.0]","(8.0, 10.0]","(5.0, 7.0]","(0.47, 0.91]","(4.0, 5.0]","(2.0, 3.0]","(5.0, 6.0]",0.0,1
7253,male,29.0,25.0,"(2.0, 4.0]",latino/hispanic american,other,0,"(2.0, 4.0]","(0.999, 3.0]",mba,"(10.0, 15.0]","(20.0, 47.0]","(-0.001, 17.31]","(-0.001, 15.0]","(11.066, 15.0]","(14.0, 17.09]","(7.0, 8.0]","(7.0, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(5.0, 6.0]","(4.0, 5.0]","(25.0, 100.0]","(-0.001, 15.0]","(20.0, 25.0]","(17.86, 20.0]","(5.0, 10.0]","(5.0, 10.0]","(6.0, 7.0]","(1.999, 8.0]","(6.0, 7.0]","(2.999, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(6.0, 7.0]","(7.0, 8.0]","(6.0, 7.0]","(5.0, 6.0]","(4.0, 5.0]","(8.0, 9.0]","(0.999, 2.0]","(8.0, 9.0]","(8.0, 9.0]","(8.0, 9.0]","(7.0, 8.0]","(8.0, 10.0]","(6.0, 14.0]","(8.0, 10.0]","(7.0, 8.0]","(0.999, 3.0]","(5.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 9.0]","(8.0, 10.0]","(5.0, 7.0]","(0.31, 0.47]","(4.0, 5.0]","(2.0, 3.0]","(5.0, 6.0]",0.0,0
7254,male,29.0,25.0,"(2.0, 4.0]",latino/hispanic american,asian/pacific islander/asian-american,0,"(2.0, 4.0]","(0.999, 3.0]",mba,"(18.0, 20.0]","(-0.001, 15.0]","(17.31, 20.0]","(18.0, 20.0]","(5.0, 10.0]","(17.09, 30.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 8.0]","(4.0, 5.0]","(25.0, 100.0]","(-0.001, 15.0]","(20.0, 25.0]","(17.86, 20.0]","(5.0, 10.0]","(5.0, 10.0]","(6.0, 7.0]","(1.999, 8.0]","(6.0, 7.0]","(2.999, 8.0]","(6.0, 7.0]","(7.0, 8.0]","(6.0, 7.0]","(-0.001, 6.0]","(5.0, 6.0]","(6.0, 7.0]","(7.0, 10.0]","(8.0, 9.0]","(0.999, 2.0]","(8.0, 9.0]","(8.0, 9.0]","(8.0, 9.0]","(7.0, 8.0]","(8.0, 10.0]","(6.0, 14.0]","(8.0, 10.0]","(7.0, 8.0]","(0.999, 3.0]","(5.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 9.0]","(8.0, 10.0]","(5.0, 7.0]","(-0.831, -0.07]","(4.0, 5.0]","(2.0, 3.0]","(3.0, 5.0]",0.0,1
7255,male,29.0,29.0,"(-0.001, 1.0]",latino/hispanic american,asian/pacific islander/asian-american,0,"(2.0, 4.0]","(0.999, 3.0]",mba,"(-0.001, 10.0]","(18.92, 20.0]","(20.0, 25.0]","(20.0, 50.0]","(5.0, 10.0]","(5.0, 10.0]","(6.0, 7.0]","(-0.001, 6.0]","(7.0, 8.0]","(-0.001, 5.0]","(-0.001, 5.0]","(-0.001, 4.0]","(25.0, 100.0]","(-0.001, 15.0]","(20.0, 25.0]","(17.86, 20.0]","(5.0, 10.0]","(5.0, 10.0]","(6.0, 7.0]","(1.999, 8.0]","(6.0, 7.0]","(2.999, 8.0]","(6.0, 7.0]","(7.0, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(5.0, 6.0]","(8.0, 9.0]","(0.999, 2.0]","(8.0, 9.0]","(8.0, 9.0]","(8.0, 9.0]","(7.0, 8.0]","(8.0, 10.0]","(6.0, 14.0]","(8.0, 10.0]","(7.0, 8.0]","(0.999, 3.0]","(5.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 9.0]","(8.0, 10.0]","(5.0, 7.0]","(0.13, 0.31]","(4.0, 5.0]","(2.0, 3.0]","(5.0, 6.0]",0.0,1
7256,male,29.0,30.0,"(-0.001, 1.0]",latino/hispanic american,asian/pacific islander/asian-american,0,"(2.0, 4.0]","(0.999, 3.0]",mba,"(10.0, 15.0]","(-0.001, 15.0]","(20.0, 25.0]","(-0.001, 15.0]","(11.066, 15.0]","(17.09, 30.0]","(7.0, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(7.0, 10.0]","(25.0, 100.0]","(-0.001, 15.0]","(20.0, 25.0]","(17.86, 20.0]","(5.0, 10.0]","(5.0, 10.0]","(6.0, 7.0]","(1.999, 8.0]","(6.0, 7.0]","(2.999, 8.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(6.0, 7.0]","(5.0, 6.0]","(8.0, 9.0]","(0.999, 2.0]","(8.0, 9.0]","(8.0, 9.0]","(8.0, 9.0]","(7.0, 8.0]","(8.0, 10.0]","(6.0, 14.0]","(8.0, 10.0]","(7.0, 8.0]","(0.999, 3.0]","(5.0, 7.0]","(7.0, 8.0]","(7.0, 8.0]","(8.0, 9.0]","(8.0, 10.0]","(5.0, 7.0]","(0.13, 0.31]","(4.0, 5.0]","(2.0, 3.0]","(5.0, 6.0]",0.0,0
