,gender,race,race_o,field,met,match,d_d_age,d_importance_same_race,d_importance_same_religion,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,d_interests_correlate,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,d_like,d_guess_prob_liked
6946,female,asian/pacific islander/asian-american,latino/hispanic american,medicine,0.0,1,[0-1],[0-1],[0-1],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[5-6]
6947,female,asian/pacific islander/asian-american,other,medicine,0.0,0,[0-1],[0-1],[0-1],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[6-8],[9-10],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0-0.33],[0-4],[0-3],[3-5],[6-8],[0-4]
6948,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,medicine,0.0,0,[7-37],[0-1],[0-1],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[6-8],[6-8],[9-10],[6-8],[9-10],[0-5],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0-0.33],[0-4],[0-3],[3-5],[0-5],[0-4]
6949,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[0-1],[0-1],[0-1],[21-100],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[0.33-1],[0-4],[0-3],[3-5],[6-8],[0-4]
6950,female,asian/pacific islander/asian-american,other,medicine,0.0,1,[2-3],[0-1],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[16-20],[21-100],[21-100],[0-15],[0-15],[0-5],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[9-10],[9-10],[0-5],[0-5],[0-5],[9-10],[0-5],[9-10],[9-10],[6-8],[6-8],[9-10],[0-5],[-1-0],[0-4],[0-3],[3-5],[6-8],[5-6]
6951,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[7-37],[6-10],[6-10],[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[0-4]
6952,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[0-1],[6-10],[6-10],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
6953,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[2-3],[6-10],[6-10],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[0-5],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
6954,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,medicine,0.0,0,[0-1],[6-10],[6-10],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
6955,female,asian/pacific islander/asian-american,black/african american,medicine,0.0,0,[0-1],[6-10],[6-10],[16-20],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
6956,female,asian/pacific islander/asian-american,latino/hispanic american,medicine,0.0,0,[2-3],[6-10],[6-10],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[0-4]
6957,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,medicine,0.0,0,[4-6],[6-10],[6-10],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[0-5],[0-4]
6958,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,medicine,0.0,0,[0-1],[6-10],[6-10],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[0-4]
6959,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,1,[2-3],[6-10],[6-10],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[7-10]
6960,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[0-1],[6-10],[6-10],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[9-10],[0-5],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[0-4]
6961,female,asian/pacific islander/asian-american,latino/hispanic american,medicine,0.0,0,[0-1],[6-10],[6-10],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0-0.33],[5-6],[0-3],[0-2],[6-8],[5-6]
6964,female,asian/pacific islander/asian-american,european/caucasian-american,medicine,0.0,0,[0-1],[6-10],[6-10],[21-100],[21-100],[21-100],[21-100],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[0.33-1],[5-6],[0-3],[0-2],[0-5],[0-4]
6965,female,asian/pacific islander/asian-american,other,medicine,0.0,0,[2-3],[6-10],[6-10],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[0-15],[21-100],[0-15],[0-15],[16-20],[6-8],[6-8],[6-8],[9-10],[9-10],[0-5],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[-1-0],[5-6],[0-3],[0-2],[0-5],[0-4]
6966,female,latino/hispanic american,european/caucasian-american,urban planning,0.0,0,[2-3],[0-1],[2-5],[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],[0-5],[9-10],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[7-10]
6967,female,latino/hispanic american,european/caucasian-american,urban planning,0.0,1,[4-6],[0-1],[2-5],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[7-10]
6968,female,latino/hispanic american,european/caucasian-american,urban planning,0.0,0,[2-3],[0-1],[2-5],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0.33-1],[0-4],[0-3],[5-18],[0-5],[7-10]
6970,female,latino/hispanic american,black/african american,urban planning,0.0,0,[4-6],[0-1],[2-5],[16-20],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[-1-0],[0-4],[0-3],[5-18],[0-5],[5-6]
6971,female,latino/hispanic american,latino/hispanic american,urban planning,0.0,0,[7-37],[0-1],[2-5],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[7-10]
6972,female,latino/hispanic american,asian/pacific islander/asian-american,urban planning,0.0,0,[0-1],[0-1],[2-5],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[6-8],[0-5],[6-8],[0-5],[0-5],[0-5],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0-0.33],[0-4],[0-3],[5-18],[0-5],[5-6]
6973,female,latino/hispanic american,asian/pacific islander/asian-american,urban planning,0.0,0,[4-6],[0-1],[2-5],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0-0.33],[0-4],[0-3],[5-18],[0-5],[7-10]
6974,female,latino/hispanic american,european/caucasian-american,urban planning,0.0,0,[2-3],[0-1],[2-5],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[0-5],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0-0.33],[0-4],[0-3],[5-18],[0-5],[7-10]
6975,female,latino/hispanic american,european/caucasian-american,urban planning,0.0,0,[4-6],[0-1],[2-5],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[0-5],[0-5],[6-8],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0-0.33],[0-4],[0-3],[5-18],[0-5],[7-10]
6976,female,latino/hispanic american,latino/hispanic american,urban planning,0.0,0,[4-6],[0-1],[2-5],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[0-5],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[7-10]
6977,female,latino/hispanic american,other,urban planning,0.0,1,[4-6],[0-1],[2-5],[21-100],[0-15],[21-100],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[0-5],[6-8],[0-5],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0-0.33],[0-4],[0-3],[5-18],[9-10],[7-10]
6978,female,latino/hispanic american,asian/pacific islander/asian-american,urban planning,0.0,0,[4-6],[0-1],[2-5],[21-100],[0-15],[0-15],[21-100],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[9-10],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[-1-0],[0-4],[0-3],[5-18],[6-8],[7-10]
6979,female,latino/hispanic american,european/caucasian-american,urban planning,0.0,0,[4-6],[0-1],[2-5],[21-100],[21-100],[21-100],[21-100],[0-15],[0-15],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-15],[21-100],[21-100],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[0-5],[6-8],[6-8],[0-5],[9-10],[9-10],[9-10],[9-10],[0-5],[9-10],[0.33-1],[0-4],[0-3],[5-18],[6-8],[5-6]
6981,female,asian/pacific islander/asian-american,european/caucasian-american,biotechnology,0.0,0,[7-37],[0-1],[0-1],[21-100],[16-20],[0-15],[16-20],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
6982,female,asian/pacific islander/asian-american,european/caucasian-american,biotechnology,0.0,0,[4-6],[0-1],[0-1],[16-20],[0-15],[21-100],[16-20],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[0-5],[0-5],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[7-10],[0-3],[3-5],[9-10],[7-10]
6983,female,asian/pacific islander/asian-american,european/caucasian-american,biotechnology,0.0,0,[4-6],[0-1],[0-1],[21-100],[16-20],[16-20],[16-20],[0-15],[0-15],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
6984,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,biotechnology,0.0,1,[2-3],[0-1],[0-1],[16-20],[16-20],[16-20],[16-20],[16-20],[16-20],[6-8],[6-8],[6-8],[0-5],[9-10],[6-8],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[7-10]
6985,female,asian/pacific islander/asian-american,black/african american,biotechnology,0.0,0,[4-6],[0-1],[0-1],[16-20],[0-15],[16-20],[0-15],[0-15],[0-15],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[-1-0],[7-10],[0-3],[3-5],[6-8],[5-6]
6986,female,asian/pacific islander/asian-american,latino/hispanic american,biotechnology,0.0,0,[2-3],[0-1],[0-1],[16-20],[16-20],[16-20],[0-15],[0-15],[0-15],[0-5],[6-8],[6-8],[0-5],[0-5],[6-8],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
6987,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,biotechnology,0.0,0,[7-37],[0-1],[0-1],[21-100],[21-100],[0-15],[0-15],[0-15],[0-15],[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
6988,female,asian/pacific islander/asian-american,asian/pacific islander/asian-american,biotechnology,0.0,0,[4-6],[0-1],[0-1],[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[7-10]
6989,female,asian/pacific islander/asian-american,european/caucasian-american,biotechnology,0.0,0,[4-6],[0-1],[0-1],[16-20],[0-15],[16-20],[16-20],[16-20],[0-15],[0-5],[0-5],[6-8],[0-5],[0-5],[6-8],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[7-10],[0-3],[3-5],[9-10],[7-10]
6990,female,asian/pacific islander/asian-american,european/caucasian-american,biotechnology,0.0,0,[4-6],[0-1],[0-1],[21-100],[0-15],[16-20],[0-15],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[6-8],[0-5],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0.33-1],[7-10],[0-3],[3-5],[6-8],[5-6]
6991,female,asian/pacific islander/asian-american,latino/hispanic american,biotechnology,0.0,0,[4-6],[0-1],[0-1],[21-100],[0-15],[21-100],[16-20],[0-15],[0-15],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[0-15],[16-20],[16-20],[0-15],[0-15],[0-15],[6-8],[9-10],[6-8],[9-10],[6-8],[9-10],[9-10],[9-10],[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],[0-0.33],[7-10],[0-3],[3-5],[6-8],[7-10]
