,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,d_expected_happy_with_sd_people,d_expected_num_interested_in_me,d_expected_num_matches,like,guess_prob_liked,d_like,d_guess_prob_liked,met,decision,decision_o,match
1356,0,4,male,26,25,1,[0-1],european/caucasian-american,other,0,7,5,[6-10],[2-5],business,20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],4,8,7,5,7,4,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],4,6,5,6,5,4,[0-5],[6-8],[0-5],[6-8],[0-5],[0-5],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],-0.25,[-1-0],6,6,2,[5-6],[4-9],[0-2],4,6,[0-5],[5-6],0,0,0,0
1357,0,4,male,26,35,9,[7-37],european/caucasian-american,latino/hispanic american,0,7,5,[6-10],[2-5],business,10,32,20,12,11,15,[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],5,6,8,7,8,8,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],7,7,8,6,7,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],0.03,[0-0.33],6,6,2,[5-6],[4-9],[0-2],6,5,[6-8],[5-6],0,1,0,0
1358,0,4,male,26,32,6,[4-6],european/caucasian-american,latino/hispanic american,0,7,5,[6-10],[2-5],business,30,30,30,5,0,5,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],5,8,7,5,5,4,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],5,7,6,6,6,4,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],-0.03,[-1-0],6,6,2,[5-6],[4-9],[0-2],5,4,[0-5],[0-4],0,0,0,0
1359,0,4,male,26,30,4,[4-6],european/caucasian-american,european/caucasian-american,1,7,5,[6-10],[2-5],business,20,25,15,15,15,10,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],5,6,7,5,6,2,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],5,7,6,6,5,6,[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],-0.37,[-1-0],6,6,2,[5-6],[4-9],[0-2],5,3,[0-5],[0-4],0,0,0,0
1360,0,4,male,26,22,4,[4-6],european/caucasian-american,european/caucasian-american,1,7,5,[6-10],[2-5],business,15,20,20,20,5,20,[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],6,8,6,7,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],8,8,8,9,6,9,[6-8],[6-8],[6-8],[9-10],[6-8],[9-10],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],0.3,[0-0.33],6,6,2,[5-6],[4-9],[0-2],9,8,[9-10],[7-10],0,1,0,0
1361,0,4,male,26,23,3,[2-3],european/caucasian-american,european/caucasian-american,1,7,5,[6-10],[2-5],business,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],2,2,2,2,2,1,[0-5],[0-5],[0-5],[0-5],[0-5],[0-5],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],6,7,6,6,6,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],0.21,[0-0.33],6,6,2,[5-6],[4-9],[0-2],6,4,[6-8],[0-4],0,0,0,0
1362,0,4,male,26,23,3,[2-3],european/caucasian-american,european/caucasian-american,1,7,5,[6-10],[2-5],business,15,15,20,15,20,15,[0-15],[0-15],[16-20],[0-15],[16-20],[0-15],2,10,10,2,10,5,[0-5],[9-10],[9-10],[0-5],[9-10],[0-5],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],6,7,7,7,7,6,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],0.3,[0-0.33],6,6,2,[5-6],[4-9],[0-2],7,6,[6-8],[5-6],0,1,0,0
1363,0,4,male,26,27,1,[0-1],european/caucasian-american,european/caucasian-american,1,7,5,[6-10],[2-5],business,25,15,20,20,20,0,[21-100],[0-15],[16-20],[16-20],[16-20],[0-15],6,9,8,7,7,6,[6-8],[9-10],[6-8],[6-8],[6-8],[6-8],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],3,5,6,4,6,3,[0-5],[0-5],[6-8],[0-5],[6-8],[0-5],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],-0.31,[-1-0],6,6,2,[5-6],[4-9],[0-2],2,1,[0-5],[0-4],0,0,0,0
1364,0,4,male,26,23,3,[2-3],european/caucasian-american,asian/pacific islander/asian-american,0,7,5,[6-10],[2-5],business,15,21,18,18,10,18,[0-15],[21-100],[16-20],[16-20],[0-15],[16-20],8,8,7,8,6,4,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],3,8,5,4,5,4,[0-5],[6-8],[0-5],[0-5],[0-5],[0-5],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],0.32,[0-0.33],6,6,2,[5-6],[4-9],[0-2],3,2,[0-5],[0-4],0,0,1,0
1366,0,4,male,26,29,3,[2-3],european/caucasian-american,european/caucasian-american,1,7,5,[6-10],[2-5],business,10,20,20,20,20,10,[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],4,8,9,4,8,3,[0-5],[6-8],[9-10],[0-5],[6-8],[0-5],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],6,6,7,7,4,5,[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],-0.23,[-1-0],6,6,2,[5-6],[4-9],[0-2],6,4,[6-8],[0-4],0,1,0,0
1367,0,4,male,26,29,3,[2-3],european/caucasian-american,european/caucasian-american,1,7,5,[6-10],[2-5],business,14,20,18,24,18,6,[0-15],[16-20],[16-20],[21-100],[16-20],[0-15],7,8,7,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],18,18,18,19,13,14,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],7,9,8,10,7,[6-8],[9-10],[6-8],[9-10],[6-8],5,7,7,8,5,6,[0-5],[6-8],[6-8],[6-8],[0-5],[6-8],10,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3,[9-10],[9-10],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[9-10],[0-5],[9-10],[6-8],[9-10],[0-5],[0-5],-0.57,[-1-0],6,6,2,[5-6],[4-9],[0-2],6,5,[6-8],[5-6],0,1,1,1
1371,0,4,male,26,26,0,[0-1],latino/hispanic american,asian/pacific islander/asian-american,0,3,6,[2-5],[6-10],computer science,10,20,15,20,20,15,[0-15],[16-20],[0-15],[16-20],[16-20],[0-15],7,7,7,5,5,5,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],10,20,20,22,6,22,[0-15],[16-20],[16-20],[21-100],[0-15],[21-100],7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,9,9,9,8,8,[6-8],[9-10],[9-10],[9-10],[6-8],[6-8],5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],0.49,[0.33-1],7,3,4,[7-10],[0-3],[3-5],9,8,[9-10],[7-10],1,1,0,0
1376,0,4,male,26,32,6,[4-6],latino/hispanic american,latino/hispanic american,1,3,6,[2-5],[6-10],computer science,30,30,30,5,0,5,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],5,8,8,6,6,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],10,20,20,22,6,22,[0-15],[16-20],[16-20],[21-100],[0-15],[21-100],7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],7,7,8,8,8,8,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],0.44,[0.33-1],7,3,4,[7-10],[0-3],[3-5],8,7,[6-8],[7-10],0,1,0,0
1383,0,4,male,26,25,1,[0-1],latino/hispanic american,other,0,3,6,[2-5],[6-10],computer science,15,3,50,20,2,10,[0-15],[0-15],[21-100],[16-20],[0-15],[0-15],4,6,6,6,6,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],10,20,20,22,6,22,[0-15],[16-20],[16-20],[21-100],[0-15],[21-100],7,9,9,9,9,[6-8],[9-10],[9-10],[9-10],[9-10],8,8,8,8,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],5,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3,[0-5],[6-8],[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],0.28,[0-0.33],7,3,4,[7-10],[0-3],[3-5],8,7,[6-8],[7-10],0,1,0,0
1423,0,4,male,28,22,6,[4-6],european/caucasian-american,european/caucasian-american,1,1,1,[0-1],[0-1],law,15,20,20,20,15,10,[0-15],[16-20],[16-20],[16-20],[0-15],[0-15],10,7,8,7,9,9,[9-10],[6-8],[6-8],[6-8],[9-10],[9-10],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],8,8,9,8,8,9,[6-8],[6-8],[9-10],[6-8],[6-8],[9-10],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.55,[0.33-1],8,18,10,[7-10],[10-20],[5-18],8,9,[6-8],[7-10],0,1,1,1
1425,0,4,male,28,26,2,[2-3],european/caucasian-american,asian/pacific islander/asian-american,0,1,1,[0-1],[0-1],law,10,20,15,20,20,15,[0-15],[16-20],[0-15],[16-20],[16-20],[0-15],7,7,7,7,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],6,7,8,8,8,9,[6-8],[6-8],[6-8],[6-8],[6-8],[9-10],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.9,[0.33-1],8,18,10,[7-10],[10-20],[5-18],8,9,[6-8],[7-10],0,1,0,0
1426,0,4,male,28,27,1,[0-1],european/caucasian-american,asian/pacific islander/asian-american,0,1,1,[0-1],[0-1],law,10,20,20,10,20,20,[0-15],[16-20],[16-20],[0-15],[16-20],[16-20],8,8,8,8,7,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],5,4,6,7,5,5,[0-5],[0-5],[6-8],[6-8],[0-5],[0-5],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.14,[0-0.33],8,18,10,[7-10],[10-20],[5-18],6,6,[6-8],[5-6],0,0,1,0
1427,0,4,male,28,28,0,[0-1],european/caucasian-american,european/caucasian-american,1,1,1,[0-1],[0-1],law,10,10,20,20,20,20,[0-15],[0-15],[16-20],[16-20],[16-20],[16-20],8,8,8,7,9,8,[6-8],[6-8],[6-8],[6-8],[9-10],[6-8],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],8,7,7,5,5,8,[6-8],[6-8],[6-8],[0-5],[0-5],[6-8],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.61,[0.33-1],8,18,10,[7-10],[10-20],[5-18],9,9,[9-10],[7-10],0,1,1,1
1428,0,4,male,28,25,3,[2-3],european/caucasian-american,other,0,1,1,[0-1],[0-1],law,20,20,20,20,10,10,[16-20],[16-20],[16-20],[16-20],[0-15],[0-15],8,8,10,10,10,10,[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],4,8,7,4,3,2,[0-5],[6-8],[6-8],[0-5],[0-5],[0-5],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.66,[0.33-1],8,18,10,[7-10],[10-20],[5-18],8,8,[6-8],[7-10],0,1,1,1
1429,0,4,male,28,35,7,[7-37],european/caucasian-american,latino/hispanic american,0,1,1,[0-1],[0-1],law,10,32,20,12,11,15,[0-15],[21-100],[16-20],[0-15],[0-15],[0-15],8,7,8,8,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],6,7,8,8,9,9,[6-8],[6-8],[6-8],[6-8],[9-10],[9-10],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.79,[0.33-1],8,18,10,[7-10],[10-20],[5-18],9,9,[9-10],[7-10],0,1,1,1
1430,0,4,male,28,32,4,[4-6],european/caucasian-american,latino/hispanic american,0,1,1,[0-1],[0-1],law,30,30,30,5,0,5,[21-100],[21-100],[21-100],[0-15],[0-15],[0-15],7,5,6,7,5,7,[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],4,6,7,7,7,7,[0-5],[6-8],[6-8],[6-8],[6-8],[6-8],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.67,[0.33-1],8,18,10,[7-10],[10-20],[5-18],7,7,[6-8],[7-10],0,0,1,0
1431,0,4,male,28,30,2,[2-3],european/caucasian-american,european/caucasian-american,1,1,1,[0-1],[0-1],law,20,25,15,15,15,10,[16-20],[21-100],[0-15],[0-15],[0-15],[0-15],8,7,7,6,6,5,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],5,7,9,5,4,9,[0-5],[6-8],[9-10],[0-5],[0-5],[9-10],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.5,[0.33-1],8,18,10,[7-10],[10-20],[5-18],6,6,[6-8],[5-6],0,0,1,0
1432,0,4,male,28,22,6,[4-6],european/caucasian-american,european/caucasian-american,1,1,1,[0-1],[0-1],law,15,20,20,20,5,20,[0-15],[16-20],[16-20],[16-20],[0-15],[16-20],7,6,6,5,5,5,[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],5,8,7,4,8,5,[0-5],[6-8],[6-8],[0-5],[6-8],[0-5],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.8,[0.33-1],8,18,10,[7-10],[10-20],[5-18],6,8,[6-8],[7-10],0,0,1,0
1433,0,4,male,28,23,5,[4-6],european/caucasian-american,european/caucasian-american,1,1,1,[0-1],[0-1],law,15,15,20,15,15,20,[0-15],[0-15],[16-20],[0-15],[0-15],[16-20],8,8,7,7,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],8,8,8,8,7,4,[6-8],[6-8],[6-8],[6-8],[6-8],[0-5],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.24,[0-0.33],8,18,10,[7-10],[10-20],[5-18],8,9,[6-8],[7-10],0,1,1,1
1434,0,4,male,28,23,5,[4-6],european/caucasian-american,european/caucasian-american,1,1,1,[0-1],[0-1],law,15,15,20,15,20,15,[0-15],[0-15],[16-20],[0-15],[16-20],[0-15],8,10,10,8,10,8,[6-8],[9-10],[9-10],[6-8],[9-10],[6-8],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],6,7,5,4,5,8,[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.08,[0-0.33],8,18,10,[7-10],[10-20],[5-18],6,9,[6-8],[7-10],0,0,1,0
1435,0,4,male,28,27,1,[0-1],european/caucasian-american,european/caucasian-american,1,1,1,[0-1],[0-1],law,25,15,20,20,20,0,[21-100],[0-15],[16-20],[16-20],[16-20],[0-15],9,9,9,9,9,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],9,8,8,7,7,6,[9-10],[6-8],[6-8],[6-8],[6-8],[6-8],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.64,[0.33-1],8,18,10,[7-10],[10-20],[5-18],9,9,[9-10],[7-10],1,1,1,1
1438,0,4,male,28,29,1,[0-1],european/caucasian-american,european/caucasian-american,1,1,1,[0-1],[0-1],law,10,20,20,20,20,10,[0-15],[16-20],[16-20],[16-20],[16-20],[0-15],10,10,9,10,9,9,[9-10],[9-10],[9-10],[9-10],[9-10],[9-10],30,30,20,10,10,0,[21-100],[21-100],[16-20],[0-15],[0-15],[0-15],10,10,10,10,8,[9-10],[9-10],[9-10],[9-10],[6-8],6,7,8,5,7,7,[6-8],[6-8],[6-8],[0-5],[6-8],[6-8],5,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5,[0-5],[0-5],[0-5],[6-8],[9-10],[9-10],[0-5],[0-5],[9-10],[6-8],[6-8],[9-10],[9-10],[9-10],[9-10],[6-8],[0-5],0.59,[0.33-1],8,18,10,[7-10],[10-20],[5-18],8,9,[6-8],[7-10],0,1,1,1
1443,0,4,male,30,26,4,[4-6],other,asian/pacific islander/asian-american,0,8,9,[6-10],[6-10],business,10,20,15,20,20,15,[0-15],[16-20],[0-15],[16-20],[16-20],[0-15],4,6,6,6,6,4,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],20,25,25,15,5,10,[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],7,8,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],4,8,8,8,6,4,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],0.56,[0.33-1],5,4,4,[5-6],[4-9],[3-5],6,4,[6-8],[0-4],0,0,0,0
1444,0,4,male,30,27,3,[2-3],other,asian/pacific islander/asian-american,0,8,9,[6-10],[6-10],business,10,20,20,10,20,20,[0-15],[16-20],[16-20],[0-15],[16-20],[16-20],6,8,8,7,8,7,[6-8],[6-8],[6-8],[6-8],[6-8],[6-8],20,25,25,15,5,10,[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],7,8,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],6,9,8,7,8,4,[6-8],[9-10],[6-8],[6-8],[6-8],[0-5],5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],0.54,[0.33-1],5,4,4,[5-6],[4-9],[3-5],6,2,[6-8],[0-4],0,0,0,0
1445,0,4,male,30,28,2,[2-3],other,european/caucasian-american,0,8,9,[6-10],[6-10],business,10,10,20,20,20,20,[0-15],[0-15],[16-20],[16-20],[16-20],[16-20],3,8,8,6,7,5,[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],20,25,25,15,5,10,[16-20],[21-100],[21-100],[0-15],[0-15],[0-15],7,8,8,9,6,[6-8],[6-8],[6-8],[9-10],[6-8],9,8,9,9,9,8,[9-10],[6-8],[9-10],[9-10],[9-10],[6-8],5,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2,[0-5],[0-5],[6-8],[6-8],[6-8],[6-8],[0-5],[0-5],[0-5],[6-8],[0-5],[6-8],[6-8],[0-5],[6-8],[6-8],[0-5],0.65,[0.33-1],5,4,4,[5-6],[4-9],[3-5],8,3,[6-8],[0-4],0,1,0,0
